Nombre	Edad	Email	Teléfono	Educación	Ocupación	Años de experiencia	Estado civil	Hijos	RFC	CURP	Entidad	Salario mensual
ABRIL DE LOURDES ALCOCER PINZON	44	e.russel2@randatmail.com	397-9927-70	Licenciatura	Peluquero	3	Casado	2	AOPA8604209S1	AOPA860420MYNLNB06	YUCATAN	38512.0
ABRIL DEL CARMEN BESAREZ MONTERO	48	l.harri2@randatmail.com	231-4633-67	Secundaria	Florista	8	Soltero	2	BEMA7705276W0	BEMA770527MOCSNB02	GUERRERO	5342.0
ABRIL DEL CARMEN MARTINEZ AGUILAR	44	a.ferguso1@randatmail.com	215-7928-20	Doctorado	Auditor	10	Casado	1	MAAA870126EF2	MAAA870126MASRGB09	AGUSCALIENTES	58104.8
ABRIL DEL CARMEN URIBE ENCALADA	41	a.taylo3@randatmail.com	160-9602-29	Primaria	Asegurador	0	Soltero	3	UIEA830414RA4	UIEA830414MYNRNB07	YUCATAN	30078.0
ABRIL DEL RO GARCIA GALLEGOS	43	p.myer5@randatmail.com	418-5712-79	Maestría	Auditor	4	Soltero	5	GAGA730701VB3	GAGA730701MTSRLB06	TAMAULIPAS	13889.2
ABRIL DEL ROCIO DE LOS SANTOS MARTINEZ	47	h.crawfor4@outlook.com	442-3777-96	Doctorado	Conductor	6	Soltero	4	SAMA9105244Q6	SAMA910524MCSNRB02	CHIAPAS	33987.200000000004
ABRIL DENISE ZERTUCHE SANCHEZ	48	j.foste5@gmail.com	516-1919-64	Secundaria	Contador	9	Casado	5	ZESA8612301W9	ZESA861230MTSRNB01	TAMAULIPAS	42446.0
ABRIL DESYRE MARTINEZ SANDOVAL	45	t.armstron3@yahoo.com	265-0403-20	Licenciatura	Contador	9	Casado	3	MASA820430A40	MASA820430MYNRNB04	YUCATAN	19960.0
ABRIL DEYANIRA GARCIA BUENTELLO	47	j.dougla0@hotmail.com	583-0950-85	Doctorado	Actor	3	Soltero	0	GABA790426SG8	GABA790426MCLRNB02	COAHUILA	9869.6
ABRIL EBEN EZER DE LA TORRE VEGA	43	s.dixo1@randatmail.com	511-6902-51	Secundaria	Programador	2	Casado	1	TOVA790303JN9	TOVA790303MBCRGB06	BAJA CALIFORNIA	20802.0
ABRIL ELIAZZIB ELIBIER NORIEGA HIGUERA	45	t.parke5@outlook.com	299-5312-12	Licenciatura	Productor	10	Soltero	5	NOHA820114DX3	NOHA820114MBSRGB00	BAJA CALIFORNIA SUR	41604.0
ABRIL ELIZABETH MARIN VARGAS	48	m.richard0@hotmail.com	437-1777-76	Maestría	Diseñador gráfico	10	Soltero	0	MAVA810429H59	MAVA810429MMSRRB03	MORELOS	9869.6
ABRIL ESPARZA FABIAN	52	n.phillip5@randatmail.com	943-0578-85	Secundaria	Veterinario	1	Casado	5	EAFA8503275A0	EAFA850327MGRSBB07	GUERRERO	33170.0
ABRIL ESTELA VELAZQUEZ HOLGUIN	45	d.spence1@gmail.com	431-2856-61	Doctorado	Productor	0	Soltero	1	VEHA771104EH5	VEHA771104MCHLLB02	CHIHUAHUA	42026.4
ABRIL ESTHER NAJERA MURILLO	44	r.thoma2@randatmail.com	979-0183-30	Secundaria	Joyero	7	Soltero	2	NAMA800314CP8	NAMA800314MCHJRB19	CHIHUAHUA	2250.0
ABRIL FABIOLA LOPEZ RODRIGUEZ	50	l.thompso0@randatmail.com	087-2990-42	Maestría	Auditor	10	Casado	0	LORA831226J95	LORA831226MDFPDB08	DISTRITO FEDERAL	54085.200000000004
ABRIL FERNANDA CACERES TORRE	41	s.hal2@hotmail.com	877-7590-34	Primaria	Médico	0	Soltero	2	CATA860514EJ0	CATA860514MYNCRB09	YUCATAN	14618.0
ABRIL FERNANDA DUFOUR LOPEZ	51	m.parke5@outlook.com	450-5439-82	Maestría	Arqueólogo	14	Casado	5	DULA880130PZ9	DULA880130MNTFPB07	NAYARIT	42026.4
ABRIL FERNANDEZ LOPEZ	49	j.phillip3@randatmail.com	626-1290-42	Doctorado	Artista plástico	10	Soltero	3	FELA800918UU0	FELA800918MGRRPB00	GUERRERO	5850.0
ABRIL FUENTES TRASVI!A	50	h.evan0@yahoo.com	060-6058-24	Doctorado	Florista	8	Soltero	0	FUTA720704DL6	FUTA720704MBSNRB09	BAJA CALIFORNIA SUR	38006.8
ABRIL GERALDINA SILVA GODINEZ	41	v.anderso3@outlook.com	237-0136-26	Primaria	Joyero	3	Soltero	3	SIGA870812ST5	SIGA870812MSPLDB02	SAN LUIS POTOSI	42446.0
ABRIL GISELL GONGORA ALMEIDA	43	a.campbel3@gmail.com	238-8391-32	Secundaria	Astrónomo	1	Casado	3	GOAA860406CU6	GOAA860406MYNNLB08	YUCATAN	33170.0
ABRIL GUADALUPE MORENO NOLASCO	41	a.scot5@outlook.com	378-0111-37	Secundaria	Arquitecto	8	Soltero	5	MONA831120K20	MONA831120MVZRLB04	TLAXCALA	2250.0
ABRIL GUADALUPE SOSA LOPEZ	51	o.baile5@yahoo.com	373-1784-96	Secundaria	Oficial de policía	10	Casado	5	SOLA8904213D7	SOLA890421MYNSPB04	YUCATAN	5342.0
ABRIL GUTIERREZ MARIN	49	m.morga2@hotmail.com	104-5689-38	Secundaria	Médico	13	Casado	2	GUMA840503DQ5	GUMA840503MMNTRB04	DISTRITO FEDERAL	20802.0
ABRIL HERALIDA OLIVAS OLIVAS	52	e.maso4@gmail.com	338-9717-78	Secundaria	Bailarín	13	Casado	4	OIOA820114F92	OIOA820114MCHLLB05	CHIHUAHUA	14618.0
ABRIL HEREDIA LOEZA	48	a.steven0@hotmail.com	710-8063-43	Secundaria	Diseñador de moda	11	Casado	0	HELA7703225R0	HELA770322MCCRZB01	YUCATAN	36262.0
ABRIL HERNANDEZ BLANCO	53	m.mille5@gmail.com	806-3674-60	Maestría	Compositor	2	Soltero	5	HEBA780214DI2	HEBA780214MCHRLB01	CHIHUAHUA	50065.6
ABRIL HERNANDEZ LOPEZ	46	v.steven0@yahoo.com	240-6597-95	Secundaria	Botánico	11	Soltero	0	HELA8704282F7	HELA870428MGRRPB08	GUERRERO	26986.0
ABRIL IRAIS VELAZQUEZ MOJICA	51	s.gibso4@yahoo.com	016-8736-20	Secundaria	Periodista	10	Casado	4	VEMA8105159D8	VEMA810515MGTLJB07	GUANAJUATO	23894.0
ABRIL IVETH LOA BENITEZ	46	a.harriso2@randatmail.com	726-5792-48	Licenciatura	Arquitecto	6	Casado	2	LOBX790411UX1	LOBA790411MCHXNB06	CHIHUAHUA	7592.0
ABRIL JACQUELINE BASURTO PENA	51	b.morri2@gmail.com	299-9252-27	Secundaria	Conferencista	13	Soltero	2	BAPA870530DW8	BAPA870530MDFSXB07	DISTRITO FEDERAL	17710.0
ABRIL LAZCANO OLVERA	51	a.kell5@yahoo.com	595-2195-62	Maestría	Conferencista	1	Soltero	5	LAOA840620642	LAOA840620MVZZLB09	TAMAULIPAS	5850.0
ABRIL LILIANA CARRILLO DUARTE	48	e.morriso1@hotmail.com	380-3258-06	Doctorado	Peluquero	7	Soltero	1	CADA730521KR4	CADA730521MYNRRB01	YUCATAN	25948.0
ABRIL LIZBETH LEAL TARIN	41	c.morri1@outlook.com	874-1513-47	Primaria	Mecánico	5	Casado	1	LETA810424N91	LETA810424MCHLRB07	CHIHUAHUA	39354.0
ABRIL MADAHI DE LA TORRE AGUILAR	49	s.marti2@yahoo.com	554-3066-34	Primaria	Bombero	2	Soltero	2	TOAA861227E54	TOAA861227MTSRGB01	TAMAULIPAS	17710.0
ABRIL MADELINE MENDOZA CHAVEZ	53	a.parke5@yahoo.com	973-3373-00	Licenciatura	Piloto de avión	0	Casado	5	MECA841113IR5	MECA841113MCHNHB02	CHIHUAHUA	32328.0
ABRIL MAGALY GARCIA RODRIGUEZ	49	n.sulliva5@gmail.com	367-3517-13	Doctorado	Bioquímico	3	Soltero	5	GARA8704045Y1	GARA870404MASRDB06	AGUSCALIENTES	13889.2
ABRIL MALDONADO FLORES	48	t.hal5@randatmail.com	499-0057-87	Doctorado	Veterinario	4	Casado	5	MAFA770421B24	MAFA770421MGRLLB04	GUERRERO	5850.0
ABRIL MARGARITA ALTES BEJARANO	45	b.robert2@randatmail.com	317-0457-39	Secundaria	Cocinero	2	Casado	2	AEBA8102248MA	AEBA810224MSPLJB04	SAN LUIS POTOSI	14618.0
ABRIL MARGELY UC SANTANA	49	m.hawkin1@randatmail.com	167-4231-53	Licenciatura	Bailarín	11	Casado	1	USAB8904117N6	UXSA890411MYNCNB04	YUCATAN	4500.0
ABRIL MARIA MARRUFO NOH	50	f.ros4@outlook.com	469-9222-89	Maestría	Artista plástico	12	Soltero	4	MANA720827UQ7	MANA720827MYNRHB01	YUCATAN	21928.4
ABRIL MARIA PAREDES RAMOS	42	b.camero2@randatmail.com	194-0422-86	Licenciatura	Arquitecto	4	Soltero	2	PARA860828Q5A	PARA860828MCLRMB07	COAHUILA	16868.0
ABRIL MARMOLEJO LARA	41	a.hal2@randatmail.com	428-6495-67	Doctorado	Vendedor	1	Soltero	2	MALA840206TD8	MALA840206MCSRRB09	MORELOS	50065.6
ABRIL MARTINEZ ARIDAY	42	s.jone4@gmail.com	062-3022-98	Maestría	Conductor	3	Soltero	4	AIMA850314TD2	AIMA850314MPLBRR01	PUEBLA	54085.200000000004
ABRIL MARTINEZ RODRIGUEZ	47	c.dougla1@hotmail.com	406-6207-89	Licenciatura	Cantante	0	Casado	1	MARA811002BA6	MARA811002MTSRDB06	TAMAULIPAS	35420.0
ABRIL MAYANIN VAZQUEZ BUENFIL	42	p.nelso1@gmail.com	667-1776-19	Maestría	Diseñador de interiores	8	Soltero	1	VABA7010093K1	VABA701009MYNZNB03	YUCATAN	50065.6
ABRIL MAZA OCAÿA	44	c.sulliva4@gmail.com	598-3530-99	Secundaria	Científico	9	Casado	4	MAOA731031QL6	MAOA731031MCSZCB01	CHIAPAS	36262.0
ABRIL MEDINA PAZ	47	s.foste4@outlook.com	300-1677-65	Maestría	Intérprete	3	Casado	4	MEPA850604DW2	MEPA850604MSPDZB04	SAN LUIS POTOSI	17908.8
ABRIL MEZA RODRIGUEZ	47	j.wrigh4@randatmail.com	935-1146-32	Licenciatura	Gerente	3	Soltero	4	MERA8304117C9	MERA830411MZSZDB07	NAYARIT	16868.0
ABRIL MONTSERRAT ARCOS OLIVA	43	t.campbel4@yahoo.com	246-6971-72	Licenciatura	Bombero	9	Casado	4	AOOA800423V98	AOOA800423MGRRLB09	GUERRERO	16868.0
ABRIL MORENO RODIGUEZ	45	v.baile5@yahoo.com	923-9341-80	Secundaria	Arquitecto	10	Soltero	5	MORA760604NKA	MORA760604MCHRDB06	CHIHUAHUA	39354.0
ABRIL NATHALY RODRIGUEZ DIAZ	45	c.brow5@hotmail.com	738-9308-17	Primaria	Oficial de policía	11	Casado	5	RODA860707836	RODA860707MGRDZB05	GUERRERO	39354.0
ABRIL NEVAREZ MALDONADO	50	m.elli2@gmail.com	874-1702-97	Licenciatura	Joyero	10	Soltero	2	NEMA881111KPA	NEMA881111MCHVLB09	CHIHUAHUA	35420.0
ABRIL PALANTOC GLORIA MARIA	49	m.murra5@yahoo.com	761-3809-53	Secundaria	Economista	0	Casado	5	AIPG65110646A	AIPG651106MPLBLL06	PUEBLA	11526.0
ABRIL PALANTOC LEONARDO FRAN	53	j.morriso5@hotmail.com	023-9190-44	Doctorado	Mecánico	2	Casado	5	AIPL6710125P6	AIPL671012HPLBLN06	PUEBLA	42026.4
ABRIL PARTIDA VAZQUEZ	48	t.sulliva4@yahoo.com	046-7915-71	Doctorado	Astrónomo	6	Casado	4	PAVA8104218P7	PAVA810421MBCRZB00	BAJA CALIFORNIA	33987.200000000004
ABRIL PRIMAVERA PINEDA GALEANA	43	a.scot0@outlook.com	865-6496-37	Secundaria	Conductor	8	Soltero	0	PIGA850323HR0	PIGA850323MGRNLB05	GUERRERO	39354.0
ABRIL PRISCILA RAMOS GONZALEZ	44	l.wrigh4@outlook.com	463-2177-20	Licenciatura	Gerente	3	Casado	4	RAGA840713IK6	RAGA840713MCHMNB05	CHIHUAHUA	26144.0
ABRIL RODRIGUEZ ALVARADO	46	m.ferguso2@yahoo.com	610-8796-43	Doctorado	Contador	0	Soltero	2	ROAA900911GD8	ROAA900911MDGDLB02	DURANGO	5850.0
ABRIL RODRIGUEZ CERVERA	51	d.clar1@hotmail.com	358-9658-55	Maestría	Auditor	13	Soltero	1	ROCA730704TT8	ROCA730704MDGDRB06	DURANGO	42026.4
ABRIL RODRIGUEZ MANZANAREZ	52	a.sulliva1@randatmail.com	865-4915-16	Primaria	Bioquímico	7	Soltero	1	ROMA770401EW4	ROMA770401MGRDNB01	GUERRERO	5342.0
ABRIL RODRIGUEZ PEREZ	44	k.morriso5@gmail.com	657-1908-64	Primaria	Artista plástico	10	Casado	5	ROPA830401NK4	ROPA830401MCMDRB09	COLIMA	14618.0
ABRIL SAISE SORIA HERNANDEZ	45	a.harpe0@hotmail.com	536-2561-38	Secundaria	Joyero	3	Casado	0	SOHA880427GQ1	SOHA880427MDFRRB06	QUERETARO	42446.0
ABRIL SALAZAR HUERTA	46	l.parke5@yahoo.com	918-5310-05	Maestría	Productor	1	Soltero	5	SAHA840401AA2	SAHA840401MGRLRB03	GUERRERO	50065.6
ABRIL SILVA GARNICA	44	a.harriso4@hotmail.com	723-9495-26	Secundaria	Veterinario	3	Soltero	4	SIGA850717ST7	SIGA850717MASLRB09	AGUSCALIENTES	5342.0
ABRIL SOLANO VARGAS	49	k.gra1@gmail.com	172-7290-50	Primaria	Conductor	1	Casado	1	SOVA850430LWA	SOVA850430MGRLRB04	GUERRERO	23894.0
ABRIL SOLIS SIFUENTES	46	f.campbel3@yahoo.com	676-7192-65	Doctorado	Químico	6	Casado	3	SOSA730718IA6	SOSA730718MNLLFB02	COAHUILA	21928.4
ABRIL SOTO PEREZ	45	a.thoma4@gmail.com	042-4717-81	Secundaria	Conferencista	3	Casado	4	SOPA8804081U0	SOPA880408MGTTRB02	GUANAJUATO	20802.0
ABRIL TELIZ SALGADO	52	e.johnso2@hotmail.com	352-5873-79	Maestría	Bailarín	3	Casado	2	TESA790403Q89	TESA790403MGRLLB04	GUERRERO	13889.2
ABRIL TINOCO VERA	52	r.holme2@gmail.com	545-6869-93	Licenciatura	Físico	10	Soltero	2	TIVA800905QT8	TIVA800905MASNRB06	SAN LUIS POTOSI	10684.0
ABRIL TONALLI MATEUS CARDOSO	50	a.russel0@outlook.com	826-5224-67	Doctorado	Diseñador de moda	7	Casado	0	MACA7801251R9	MACA780125MMSTRB05	MORELOS	33987.200000000004
ABRIL VAZQUEZ VAZQUEZ	53	a.gra1@gmail.com	379-6465-33	Maestría	Joyero	1	Soltero	1	VAVA820406UR3	VAVA820406MCHZZB07	CHIHUAHUA	50065.6
ABRIL VERENICE VERDUGO VERGARA	51	r.baile3@gmail.com	524-2371-50	Licenciatura	Bailarín	8	Soltero	3	VEVA8406102S9	VEVA840610MBSRRB02	BAJA CALIFORNIA SUR	44696.0
ABRIL VIRIDIANA MENDOZA PALACIOS	50	s.brook5@gmail.com	321-8781-02	Licenciatura	Actor	10	Casado	5	MEPA830407B29	MEPA830407MVZNLB04	VERACRUZ	35420.0
ABRIL YAMILE MACHADO ESTRADA	44	g.smit0@gmail.com	926-0305-66	Secundaria	Agrónomo	3	Casado	0	MAEA930219N55	MAEA930219MCHCSB01	CHIHUAHUA	17710.0
ABRIL YARELI GIL PERERA	49	w.andrew0@hotmail.com	089-3898-89	Doctorado	Veterinario	8	Soltero	0	GIPA8304072H3	GIPA830407MYNLRB11	YUCATAN	50065.6
ABRIL YESENIA PACHO BURGOS	42	m.rile0@hotmail.com	467-3174-33	Primaria	Piloto de avión	8	Soltero	0	PABA660507BS5	PABA660507MYNCRB02	YUCATAN	11526.0
ABRIS MORALES GENARO	46	a.barne4@outlook.com	640-5169-29	Maestría	Bombero	9	Casado	4	AIMG600817CF8	AIMG600817HTLBRN09	PUEBLA	46046.0
ABRIS OSORIO LUCINA ISABEL	46	c.carrol2@gmail.com	086-6891-20	Primaria	Artista plástico	11	Soltero	2	AIOL591105BV0	AIOL591105MPLBSC03	PUEBLA	8434.0
ABRORA MENDEZ SALAZAR	49	m.thoma2@yahoo.com	382-9393-07	Primaria	Químico	6	Casado	2	MESA630213C15	MESA630213MNLNLB05	SAN LUIS POTOSI	26986.0
ABRYLL ITZEL CRUZ CRUZ	47	b.elliot1@yahoo.com	715-7143-55	Secundaria	Matemático	9	Casado	1	CUCA8203315Q3	CUCA820331MDFRRB03	DISTRITO FEDERAL	30078.0
ABSALON BORRALLAS GALVEZ	42	m.perkin3@yahoo.com	079-0109-19	Maestría	Cantante	3	Casado	3	BOGA530303FX4	BOGA530303HCSRLB01	CHIAPAS	9869.6
ABSALON BRIZUELA ISABEL DEL	43	g.thoma2@gmail.com	772-6441-30	Secundaria	Contador	7	Soltero	2	AABI540904Q10	AABI540904MVZBRS07	VERACRUZ	11526.0
ABSALON CORDERO MARIA HILDA	51	f.bake3@gmail.com	017-7529-13	Primaria	Arqueólogo	7	Casado	3	AACH581125000	AACH581125MMCBRL09	MEXICO	26986.0
ABSALON ELIZARDO NAVARRO ZAMBRANO	51	r.walke0@yahoo.com	299-3963-47	Maestría	Historiador	12	Casado	0	NAZA850203N10	NAZA850203HZSVMB01	ZACATECAS	46046.0
ABSALON FEDERICO MARTINEZ	43	b.brook2@outlook.com	151-1149-90	Doctorado	Botánico	2	Soltero	2	FEMA7503175Z0	FEMA750317HHGDRB00	GUANAJUATO	50065.6
ABSALON HERNANDEZ GLORIA	46	j.ree0@outlook.com	382-5553-01	Licenciatura	Historiador	0	Soltero	0	AAHG660509VAA	AAHG660509MVZBRL04	CAMPECHE	16868.0
ABSALON MEDINA QUIROZ	53	j.foste5@yahoo.com	313-1620-05	Primaria	Mecánico	0	Casado	5	MEQA570507QF1	MEQA570507HASDRB05	AGUSCALIENTES	11526.0
ABSALON PALACIOS ARREOLA	51	b.carrol3@gmail.com	707-8087-25	Licenciatura	Gerente	1	Soltero	3	PAAA560614DQ2	PAAA560614HCSLRB08	CHIAPAS	10684.0
ABSALON REYES JORGE ISAAC	45	o.gran3@randatmail.com	351-0643-36	Maestría	Veterinario	3	Soltero	3	AARJ770614J17	AARJ770614HDFBYR00	CHIAPAS	58104.8
ABSALON RIOS AGUILAR	43	h.watso3@gmail.com	942-8244-52	Licenciatura	Florista	1	Soltero	3	RIAA700921GE1	RIAA700921HTSSGB02	TAMAULIPAS	38512.0
ABSALON RODRIGUEZ MARIA LILIA SONIA	51	r.bennet4@gmail.com	509-5001-42	Primaria	Artista plástico	1	Casado	4	AARL611201QA3	AARL611201MDFBDL00	MEXICO	39354.0
ABSALON RODRIGUEZ MARTHA OLIVIA	52	a.smit0@hotmail.com	057-5751-73	Secundaria	Asegurador	11	Casado	0	AARM651008TE5	AARM651008MDFBDR01	MEXICO	33170.0
ABSALON RODRIGUEZ ROSA ELENA	51	j.lloy3@yahoo.com	238-1120-54	Licenciatura	Conferencista	13	Casado	3	AARR640915QF8	AARR640915MDFBDS01	MEXICO	10684.0
ABSALON TAXILAGA MARIA TERES	44	a.harri1@randatmail.com	678-3546-67	Primaria	Actor	2	Casado	1	AATT651002MS9	AATT651002MVZBXR00	VERACRUZ	14618.0
ABSALON YAMILE CALVILLO MACIAS	45	e.davi0@hotmail.com	169-8269-92	Licenciatura	Bombero	5	Soltero	0	CAMA850701N96	CAMA850701HPLLCB09	TLAXCALA	23052.0
ABUD MARTINEZ SERGIO ALONSO	41	e.evan5@yahoo.com	674-4739-33	Primaria	Trabajador social	3	Soltero	5	AUMS831001JNA	AUMS831001HCSBRR09	CHIAPAS	20802.0
ABUD NARES ALFREDO IGNACIO	49	e.crai1@hotmail.com	946-5620-47	Primaria	Matemático	11	Casado	1	AUNA590717K47	AUNA590717HMNBRL00	MICHOACAN	42446.0
ABUNDES AGUILAR  CRUZ PILAR	47	r.case0@gmail.com	202-9862-92	Doctorado	Matemático	0	Soltero	0	AUAC621009EV6	AUAC621009MMSBGR03	PUEBLA	50065.6
ABUNDES LAGUNAS EMMA	46	b.lloy0@gmail.com	153-6770-89	Primaria	Oficial de policía	8	Soltero	0	AULE620223CG0	AULE620223MGRBGM07	GUERRERO	2250.0
ABUNDEZ ALCOCER SILVIA	41	o.higgin2@yahoo.com	949-7393-71	Maestría	Conferencista	2	Soltero	2	AUAS580210952	AUAS580210MMSBLL06	CHIAPAS	5850.0
ABUNDEZ BUSTOS ELVIRA	45	d.adam4@yahoo.com	442-9621-95	Secundaria	Intérprete	1	Soltero	4	AUBE650114H78	AUBE650114MMSBSL03	MEXICO	39354.0
ABUNDEZ FRANCO MIRIAM	48	c.rile4@yahoo.com	698-1144-28	Doctorado	Diseñador de moda	9	Soltero	4	AUFM871014F36	AUFM871014MMSBRR07	MORELOS	46046.0
ABUNDEZ LAGUNAS CARLOS	52	a.morga2@yahoo.com	288-9173-78	Maestría	Diseñador de moda	1	Soltero	2	AULC6903298P3	AULC690329HGRBGR03	GUERRERO	17908.8
ABUNDEZ LUQUIN ENRIQUE	42	t.mitchel2@randatmail.com	123-9950-33	Doctorado	Bioquímico	4	Soltero	2	AULE590114HE4	AULE590114HMNBQN03	MICHOACAN	33987.200000000004
ABUNDEZ MARTINEZ BLANCA GRISSEL	50	a.robert4@gmail.com	962-4066-49	Maestría	Peluquero	9	Casado	4	AUMB8205085E9	AUMB820508MMSBRL07	MEXICO	54085.200000000004
ABUNDEZ MORAN NORMAYDA	49	s.tucke2@outlook.com	605-5119-21	Primaria	Electricista	12	Soltero	2	AUMN650331PS2	AUMN650331MMSBRR00	MEXICO	36262.0
ABUNDEZ TAGUJA PETRA	52	v.wilso3@gmail.com	980-8441-09	Licenciatura	Farmacéutico	7	Soltero	3	AUTP630429LE0	AUTP630429MGRBGT00	GUERRERO	38512.0
ABUNDEZ TORRES ALDO	46	a.maso1@gmail.com	858-2331-95	Maestría	Programador	7	Soltero	1	AUTA821002646	AUTA821002HGRBRL09	GUERRERO	58104.8
ABUNDIA BONIFACIO REYES	47	h.farrel3@gmail.com	159-1197-48	Maestría	Programador	10	Casado	3	BORA650209LN9	BORA650209MGRNYB03	GUERRERO	17908.8
ABUNDIA EDITH HERNANDEZ HERNANDEZ	44	f.smit0@outlook.com	572-9174-35	Secundaria	Asegurador	6	Soltero	0	HEHA741225KN9	HEHA741225MJCRRB09	CHIHUAHUA	36262.0
ABUNDIA ELIZA NIETO BAUTISTA	52	o.johnso2@yahoo.com	241-4616-79	Licenciatura	Conductor	14	Casado	2	NIBA740905946	NIBA740905MDFTTB00	DISTRITO FEDERAL	19960.0
ABUNDIA GARCIA RODRIGUEZ	51	s.kelle4@hotmail.com	962-2455-63	Primaria	Historiador	4	Casado	4	GARA570711AI3	GARA570711MSPRDB07	DISTRITO FEDERAL	2250.0
ABUNDIA GARCIA VARGAS	42	a.turne1@randatmail.com	320-6543-03	Maestría	Gerente	5	Casado	1	GAVA620711MG2	GAVA620711MDGRRB06	DURANGO	9869.6
ABUNDIA GOMEZ MONTER	46	a.walke2@randatmail.com	327-8180-39	Secundaria	Matemático	10	Casado	2	GOMA600711EQ5	GOMA600711MHGMNB09	HIDALGO	11526.0
ABUNDIA HERNANDEZ PEREZ	44	d.bake1@randatmail.com	910-9336-09	Secundaria	Diseñador gráfico	0	Soltero	1	HEPA7604206C6	HEPA760420MSPRRB00	SAN LUIS POTOSI	11526.0
ABUNDIA RODRIGUEZ CORDOVA	43	n.stewar1@gmail.com	618-0214-68	Doctorado	Matemático	5	Casado	1	ROCA610711RB7	ROCA610711MSPDRB01	SAN LUIS POTOSI	42026.4
ABUNDIA SILVIA PALACIOS TORRES	50	e.dixo2@randatmail.com	083-3550-24	Secundaria	Matemático	11	Soltero	2	PAAB610711F19	PAXA610711MGTLXB03	AGUSCALIENTES	17710.0
ABUNDIO ARRIAGA RODRIGUEZ	48	a.barret3@outlook.com	336-6961-01	Secundaria	Cocinero	2	Soltero	3	AIRA810711U79	AIRA810711HSPRDB05	SAN LUIS POTOSI	17710.0
ABUNDIO AVALOS MANCHA	47	a.johnso1@yahoo.com	804-1707-14	Primaria	Diseñador gráfico	9	Casado	1	AAMA600711JL7	AAMA600711HDGVNB00	CHIHUAHUA	36262.0
ABUNDIO BARRERA ZEFERINO	46	b.spence1@outlook.com	646-4646-44	Licenciatura	Ingeniero	2	Soltero	1	BAZA690828H20	BAZA690828HGRRFB06	GUERRERO	16868.0
ABUNDIO BECERRIL REYNA DE LA PAZ	44	a.adam5@outlook.com	300-5833-33	Maestría	Conferencista	0	Casado	5	AUBR610106000	AUBR610106MMCBCY13	MEXICO	38006.8
ABUNDIO BELTRAN BUSTOS	48	d.bennet3@outlook.com	890-6751-42	Licenciatura	Químico	5	Soltero	3	BEBA5010028F3	BEBA501002HCLLSB08	COAHUILA	4500.0
ABUNDIO CARMONA NAVA	44	a.clar2@hotmail.com	497-4876-89	Doctorado	Diseñador gráfico	1	Casado	2	CANA560717P48	CANA560717HGRRVB19	CHIHUAHUA	38006.8
ABUNDIO CESAR HERNANDEZ PACHECO	42	a.morga2@randatmail.com	387-9975-77	Doctorado	Ingeniero	6	Soltero	2	HEPA4306285G8	HEPA430628HOCRCB03	DISTRITO FEDERAL	33987.200000000004
ABUNDIO CHAVEZ CHAVEZ	43	s.murra4@gmail.com	998-2907-05	Primaria	Actor	5	Soltero	4	CACX690625DS8	CXCA690625HGTHHB08	GUANAJUATO	39354.0
ABUNDIO CRISTOBAL GARCIA	44	a.ros0@gmail.com	624-1521-49	Secundaria	Periodista	3	Casado	0	CIGA720712IX9	CIGA720712HHGRRB07	HIDALGO	23894.0
ABUNDIO CRUZ HERNANDEZ	42	j.russel4@yahoo.com	584-3322-24	Doctorado	Cantante	6	Soltero	4	CUHA7007119T7	CUHA700711HHGRRB05	HIDALGO	54085.200000000004
ABUNDIO CUXIM Y AC	52	s.evan1@hotmail.com	247-3887-03	Licenciatura	Intérprete	10	Soltero	1	CUAA560711L1A	CUAA560711HYNXCB03	YUCATAN	13776.0
ABUNDIO DE JESUS DORA LUZ	48	r.col2@yahoo.com	782-8896-22	Doctorado	Diseñador de moda	1	Soltero	2	AUJD850412IK5	AUJD850412MGRBSR04	GUERRERO	58104.8
ABUNDIO DE LEON ESTRADA	52	k.robinso0@hotmail.com	455-3137-67	Doctorado	Químico	3	Casado	0	LEEA590702V93	LEEA590702HNTNSB07	SONORA	50065.6
ABUNDIO DIAZ GOMEZ	48	l.phillip2@outlook.com	175-5951-47	Licenciatura	Científico	2	Soltero	2	DIGA5111055C6	DIGA511105HJCZMB01	JALISCO	35420.0
ABUNDIO DURAN GONZALEZ	41	a.hawkin3@randatmail.com	771-9704-57	Secundaria	Veterinario	4	Casado	3	DUGA7410111U8	DUGA741011HSLRNB02	SONORA	26986.0
ABUNDIO FLORES ANTONIA	50	j.morriso1@gmail.com	971-6059-49	Secundaria	Intérprete	2	Soltero	1	AUFA700510J53	AUFA700510MVZBLN06	VERACRUZ	36262.0
ABUNDIO GALICIA MORAS	47	c.adam5@randatmail.com	319-9871-96	Maestría	Meteorólogo	9	Soltero	5	GAMA700711UV5	GAMA700711HDFLRB09	DISTRITO FEDERAL	5850.0
ABUNDIO GAMA LORENA	46	a.bennet1@hotmail.com	791-2028-88	Secundaria	Economista	5	Soltero	1	AUGL760516JI4	AUGL760516MMCBMR08	GUERRERO	42446.0
ABUNDIO GARCIA CAMPOS	47	d.william3@gmail.com	679-7038-35	Licenciatura	Intérprete	9	Soltero	3	GACA680720325	GACA680720HNTRMB07	NAYARIT	10684.0
ABUNDIO GIL ZARATE	47	a.mitchel5@gmail.com	366-8177-33	Primaria	Arqueólogo	2	Soltero	5	GIZA740711QD4	GIZA740711HCSLRB00	CHIAPAS	11526.0
